"id","name","summary","space","description","neighborhood_overview","notes","access","interaction","house_rules","host_about","host_response_time","host_is_superhost","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","calendar_updated","calendar_last_scraped","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","listing_id","num_cleaning_fee","distance","rating","stay"
7614517,Beacon Hill Studio w/ patio&parking,"Architect owned studio on Beacon Hill with a large patio. Centrally located with easy access to the Mass General subway stop, The Esplanade, Downtown Boston and Back Bay. The studio is on the first floor of a 3 story (2 apartment) building.",Cozy well furnished quiet and very private studio apartment with a very private and separate sleeping alcove with a King size bed. The building is at the end of a walkway off of a private way and it is exclusively used by the 2 units in the building.,"Architect owned studio on Beacon Hill with a large patio. Centrally located with easy access to the Mass General subway stop, The Esplanade, Downtown Boston and Back Bay. The studio is on the first floor of a 3 story (2 apartment) building. Cozy well furnished quiet and very private studio apartment with a very private and separate sleeping alcove with a King size bed. The building is at the end of a walkway off of a private way and it is exclusively used by the 2 units in the building. You will have access to the patio that is exclusively used by the 2 units in the building. Door is password protected. Inside you will have access to the entire unit. In general we will be available to interact/assist during your stay. The apartment is located in the Beacon Hill section of Boston.  It is an historical area, centrally located. The subway system is located very close to the apartment. This is apartment living and with someone living upstairs you should expect some occasional noise.","The apartment is located in the Beacon Hill section of Boston.  It is an historical area, centrally located.",This is apartment living and with someone living upstairs you should expect some occasional noise.,You will have access to the patio that is exclusively used by the 2 units in the building. Door is password protected. Inside you will have access to the entire unit.,In general we will be available to interact/assist during your stay.,No smoking. No pets. No parties.,"",within an hour,t,Beacon Hill,42.360332,-71.067924,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$150.00,$50.00,1,$0.00,3,1125,today,"2016-09-06",39,"2015-08-30","2016-09-04",96,10,10,10,10,10,10,7614517,50.00,2.40,9.85,top
6554785,Apartment close to everything!,"Best location in the city! Beacon Hill next to State House. Close walking distance to all subways, Boston Common, MGH & many downtown historic sights.  Newly renovated kitchen & bathroom.  Building has doorman, elevators, and a gorgeous roofdeck!","This is a 2 room studio apartment (open layout with separate kitchen) located right next to the gold-domed State House and overlooks the Boston Athenaeum.  The unit has a newly updated kitchen (with granite countertops, full stove, oven & dishwasher) and updated bathroom plus a large walk in closet. This is an elevator building with a doorman. There is a queen size bed, hair dryer, coffee maker, and TV with Netflix and Amazon Prime. Condo has wifi & a laptop. Brand new, large pay washers and dryers and trash room are on all the same floor.","Best location in the city! Beacon Hill next to State House. Close walking distance to all subways, Boston Common, MGH & many downtown historic sights.  Newly renovated kitchen & bathroom.  Building has doorman, elevators, and a gorgeous roofdeck! This is a 2 room studio apartment (open layout with separate kitchen) located right next to the gold-domed State House and overlooks the Boston Athenaeum.  The unit has a newly updated kitchen (with granite countertops, full stove, oven & dishwasher) and updated bathroom plus a large walk in closet. This is an elevator building with a doorman. There is a queen size bed, hair dryer, coffee maker, and TV with Netflix and Amazon Prime. Condo has wifi & a laptop. Brand new, large pay washers and dryers and trash room are on all the same floor. There is a beautiful roof deck located on the 10th floor. I will leave the keys with the doorman for you. Just give your name and let them know you are there for unit 3E. As a little neighborhood with big hi","As a little neighborhood with big history, Beacon Hill overlooks the nation’s first public park and the Massachusetts State House. Many of the city’s high-profile public figures call Beacon Hill home, and rubbing elbows with your congressman in the neighborhood’s boutique grocer checkout line is commonplace. Combine its stately black-shuttered brownstones and old-world cobblestone streets with its contemporary amenities and central location, and it’s easy to understand why Beacon Hill boasts such a prestigious reputation.","Check out at 11am, Check in at 4pm. Please let me know if you need earlier check in as I can usually accommodate it. Also, you can leave bags with the doorman if the unit is not ready.",There is a beautiful roof deck located on the 10th floor.,I will leave the keys with the doorman for you. Just give your name and let them know you are there for unit 3E.,No smoking in the unit or in the building (strict).  There will be a $450 fine for smoking in the unit or in the building. No open flame. No pets. Please respect your neighbors and keep the noise down after 10pm.   There is a $50 fee for lost keys.  NO CHECK IN AFTER 11PM -the doorman leaves at 11pm so I can not get you keys after this time.,"I live in Boston and I'm excited to share my condo with you.  Boston is a great city with so much to see and experience.  I'm a foodie who loves to cook, read, workout, travel and spend time with my wife & young son.",within an hour,t,Beacon Hill,42.35902,-71.06304,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$500.00,$110.00,0,$0.00,2,1125,today,"2016-09-06",85,"2015-06-18","2016-08-28",96,10,10,10,10,10,10,6554785,110.00,2.02,9.85,top
3377100,Beacon Hill Townhouse near MGH,"Your own charming first floor private apartment nestled among single family townhouses in the heart of historic Beacon Hill just steps from Charles Street. Restaurants, gourmet food shops, cafes, and art galleries are within walking distance.","Enjoy this apartment in a gorgeous Greek revival private townhouse in Boston's most desirable neighborhood. The apartment is full of art, period pieces, high ceilings, a small kitchen, one full size bed, cable TV, iHome, and wireless internet.  Walking distance to Massachusetts General Hospital. This apartment is ideal for a single person or a couple. There is only one double/full size real bed. Although the apartment is optimal for one or two people we have had numerous requests from families. To accommodate this we have acquired an inflatable twin size bed and a Graco Pack 'N Play portable crib. Air conditioning and access to free laundry in the basement. The apartment is very private. You can come and go as you please. There are usually a couple of other people in the house. There are two other apartments. One upstairs and one down. You will hear people coming and going or chatting in the front hall. The house is very quiet. No partying going on. There are no pets in the building. B","Your own charming first floor private apartment nestled among single family townhouses in the heart of historic Beacon Hill just steps from Charles Street. Restaurants, gourmet food shops, cafes, and art galleries are within walking distance. Enjoy this apartment in a gorgeous Greek revival private townhouse in Boston's most desirable neighborhood. The apartment is full of art, period pieces, high ceilings, a small kitchen, one full size bed, cable TV, iHome, and wireless internet.  Walking distance to Massachusetts General Hospital. This apartment is ideal for a single person or a couple. There is only one double/full size real bed. Although the apartment is optimal for one or two people we have had numerous requests from families. To accommodate this we have acquired an inflatable twin size bed and a Graco Pack 'N Play portable crib. Air conditioning and access to free laundry in the basement. The apartment is very private. You can come and go as you please. There are usually a coupl","Beacon Hill is a unique village in the middle of the city. The locals are out and about walking their dogs, taking their kids to school, going down to the corner for ice cream, a walk along the Charles River, or meeting friends for coffee. The area is extremely safe, family neighborhood.","PARKING Much of the on-street parking in the Beacon Hill area is resident-only, although a very few free Visitor Parking spaces are available on a few streets on the Hill. Drivers are strongly advised to garage their cars in one of the several parking facilities located around the perimeter of the Hill. Alternatively, metered, on-street parking may be found on Charles, Beacon, Arlington, or Boylston Streets, or on Cambridge, Staniford, or New Chardon Streets near Government Center. The local parking lots are quite expensive often charging $30-$40 dollars a day for 24 hour parking. A few recommended parking facilities: Center Plaza/One Beacon Street. The entrance is accessible only from lower Tremont Street. Charles Street Parking Garage at 144 Charles Street. Boston Common Garage. This 1300-space parking facility is located under Boston Common. The garage is handicap-accessible and well lit. Massachusetts Eye & Ear Infirmary Garage. Located just north of the Charles Street MBTA station","Enter through a shared main hall just a few steps up from the street. From the entrance hall you have a locked door to your own private, first floor apartment. I'll be there to greet you and show you around the apartment and answer any questions.","","Absolutely no smoking, indoors or outdoors. No pets.","I've lived in this neighborhood with my family for 35 years. I was born and raised in Boston, in the old West End. I am a retired architect. I am almost always in the house or nearby. I've traveled extensively. Both my parents were born in Sicily. I am very friendly. I love to meet new people. I love a good joke and know all the ins and outs of living in the city. There is no better place to live in Boston.",within an hour,t,Beacon Hill,42.356693,-71.072975,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00,$80.00,2,$25.00,3,365,"2 weeks ago","2016-09-06",60,"2014-06-27","2016-07-19",98,10,10,10,10,10,10,3377100,80.00,2.50,9.85,top
2216767,Beautiful 1BD in Beacon Hill,"Stay in the heart of charming Beacon Hill!  My 1 bedroom condo features a renovated bathroom with full tub/shower and full size gourmet kitchen.  Located in one of the most historic and central locations in Boston.  Walk to the T, shops, cafes!",My one bedroom apartment is perfect for two people.  The queen size bed is comfortable and fitted with luxurious linens. A full kitchen and spacious bathroom are two wonderful features of the space.  The apartment is on the second floor of a walk-up building.  Please note there is no elevator in the building.  ,"Stay in the heart of charming Beacon Hill!  My 1 bedroom condo features a renovated bathroom with full tub/shower and full size gourmet kitchen.  Located in one of the most historic and central locations in Boston.  Walk to the T, shops, cafes! My one bedroom apartment is perfect for two people.  The queen size bed is comfortable and fitted with luxurious linens. A full kitchen and spacious bathroom are two wonderful features of the space.  The apartment is on the second floor of a walk-up building.  Please note there is no elevator in the building.   Guests will have private access to my full apartment, all kitchen/cooking tools, TVs in the bedroom and living room.  The closet and living room dresser hold my personal belongings and therefore are off limits to guests.  Please do not consume any of my food from the refridgerator or cabinets.  There is no laundry in the building, however, there is a coin operated laundromat one door over.  $3 per washing load and 25 cents per 6 minutes f","Beacon Hill is one of the oldest and most historic neighborhoods in Boston.  My home is in the heart of Beacon Hill and is easy walking distance to cafes, shops, restaurants, the Public Gardens and Common as well as many other great Boston sights including the State House, the Museum of Science, Newbury street, movie theaters, and the Charles River.  Beacon Hill is a very safe neighborhood and is home to young professionals, families, and some students. ",I want guests to be comfortable in my home and enjoy their stay in Boston!  If you have any questions about the apartment or the city please do not hesitate to contact me during your stay.  ,"Guests will have private access to my full apartment, all kitchen/cooking tools, TVs in the bedroom and living room.  The closet and living room dresser hold my personal belongings and therefore are off limits to guests.  Please do not consume any of my food from the refridgerator or cabinets.  There is no laundry in the building, however, there is a coin operated laundromat one door over.  $3 per washing load and 25 cents per 6 minutes for the dryer.","I am happy to answer any questions while you're staying in my home!  When possible I like enjoy meeting guests to exchange keys and give a quick tour of the apartment.  If not, I leave a lockbox outside with the keys.  Check in and out times are often flexible. Cell phone or email are the easiest ways to reach me during your stay if you have any questions at all. ","Please enjoy your stay in my home and note the following house rules: - NO smoking anywhere in the apartment or building -Trash can be left in front of the building anytime after 5pm on Sunday or Thursday nights.  All trash must be in a white trash bag (bags line the kitchen trash can and extras are under the counter to the left of the stove) -NO pets - Please do not eat any food from the refridgerator or cabinets (you may help yourself to cooking basics like salt, pepper, oil, etc) -Please clean any dishes that you use (or load them into the dish washer) -Please be respectful of our neighbors in the building -Please remove your shoes when you enter the apartment","Hi!  I am a young professional living and working in the wonderful city of Boston.  I work as an accountant for a real estate company in the Back Bay, and I love my job.  In my free time I enjoying working out, cooking, traveling, visiting museums and seeing shows in the city.  I hope you enjoy visiting Boston as much as I love living here!",within a few hours,t,Beacon Hill,42.35915,-71.06793,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$300.00,$30.00,1,$0.00,1,6,"3 weeks ago","2016-09-06",51,"2014-04-14","2016-08-21",96,10,10,10,10,10,10,2216767,30.00,2.32,9.75,top
3528826,Back Bay 1BR Apt / Heart of Boston!,"5th floor Victorian brownstone on Beacon St / 2min to Boston Public Gardens /  5min to Beacon Hill / 5min to Newbury St / 25min to North End / 5min to MBTA (Arlington)/ 7 min to Charles River + Hatch shell / 10min to Boston Public Library","This beautiful 5th floor apartment is in a fabulous location in central Boston - the Back Bay on Beacon St between Arlington and Berkeley St. It is a modernized, luxury Victorian brownstone.   It's on the 5th floor, but there's a charming two-person elevator that'll take you there!. We live in quiet condo building in an upscale neighborhood. We feel most comfortable with guests who have had previous positive air bnb reviews and are over age 30. It is our approach for a safe experience for everyone/everything involved - ourselves, our neighbors and our property. Many thanks for your understanding. Bedroom - There is a queen sized bed in the bedroom, which comfortably fits 2 people. It's a brand new Beautyrest mattress, purchased Aug 2014 with memory foam pillows. There is also a sofa that pulls out into a full-sized bed, which can fit 2 small adults.  Kitchen - Jason is particular about the kitchen. It is updated with stainless steel appliances, a spiffy dishwasher, and a new set of pot","5th floor Victorian brownstone on Beacon St / 2min to Boston Public Gardens /  5min to Beacon Hill / 5min to Newbury St / 25min to North End / 5min to MBTA (Arlington)/ 7 min to Charles River + Hatch shell / 10min to Boston Public Library This beautiful 5th floor apartment is in a fabulous location in central Boston - the Back Bay on Beacon St between Arlington and Berkeley St. It is a modernized, luxury Victorian brownstone.   It's on the 5th floor, but there's a charming two-person elevator that'll take you there!. We live in quiet condo building in an upscale neighborhood. We feel most comfortable with guests who have had previous positive air bnb reviews and are over age 30. It is our approach for a safe experience for everyone/everything involved - ourselves, our neighbors and our property. Many thanks for your understanding. Bedroom - There is a queen sized bed in the bedroom, which comfortably fits 2 people. It's a brand new Beautyrest mattress, purchased Aug 2014 with memory fo","Our neighborhood is not ""close"" to the city.  It's in the HEART of it all.  Nearly everything is walkable, and if you're lazy, everything can be accessed via a very short MBTA ride away.  Copied from wikipedia:  ""Back Bay is an officially recognized neighborhood of Boston, Massachusetts famous for its rows of Victorian brownstone homes — considered one of the best-preserved examples of 19th-century urban design in the United States — as well as numerous architecturally significant individual buildings and important cultural institutions such as the Boston Public Library. It is also a fashionable shopping destination (especially Newbury and Boylston Streets, and the adjacent Prudential Center and Copley Place malls) and home to some of Boston's tallest office buildings, the Hynes Convention Center, and numerous major hotels. Prior to a colossal 19th-century filling project, what is now the Back Bay was a literal bay. Today, along with neighboring Beacon Hill, it is one of Boston's two m","We live in quiet condo building in an upscale neighborhood. We feel most comfortable with guests who have had previous positive air bnb reviews and are over age 30. It is our approach for a safe experience for everyone/everything involved - ourselves, our neighbors and our property. Many thanks for your understanding.",The entire apartment minus the storage closet.  That's where we keep all of the cleaning supplies and my secret chocolate stash.," You'll have access to the apartment but should you need us, Jason and I live about 20 minutes away.","No smoking. No pets. No drugs. No parties. Quiet hours after 9pm.  Tenants' belongings are not covered under our insurance. We recommend that you obtain renter's insurance as we are not responsible for your belongings. We care for this apartment as if it were our own home.  This is a family neighborhood and a quiet/respectful one.  This home was built prior to 1978 and according to MA Lead Law notification, we have to inform our renters that there is a possibility of lead paint.  Kindly do not eat the walls.  Check-in Time: 3:00 PM  Checkout Time: 11:00 AM  To ensure your safe deposit returned on time, please follow your checkout duties: - Wash and put away dishes OR start the dishwasher! - Double bag the trash and we will take it out! - We will strip the sheets and wash the towels! Thank you so much!","I am Boston born and bred.  I went to elementary, high school and university in this incredible city. My boyfriend, Jason, grew up in Hong Kong and came to Boston for college. He and I travel internationally for several months durng the year, but always come back to this city for its incredible food, fun atmosphere, and because it's our home.  We live in the 'burbs (about 15 minutes away) with our Siberian Husky.

The two of us have grown up traveling. We've experienced five-star accommodations from our previous ""business"" careers in management consulting and accounting. We have also traveled through the Jordanian desert sleeping in Bedouin tents and with Northern Thailand families in bamboo huts. The common denominator that we feel makes a wonderful accommodation is when a home-y and comfortable space.  We've designed the apartment with this in mind. All ceramic pottery pieces were designed by my Aunt Sally. All framed prints and canvases were photographed by Jason or myself. 

When traveling, our main focus is always food. We love our meats and seafood.  The one thing that makes my eyes pop is dessert. Jason is all about his red wine, scotch and other classic drinks.  Our second focus is the local experience. There is so much more to a city than historical buildings, duck  boat tours, and the Freedom trail (all of which are amazing).  There are the North End side streets for delicious lobster rolls, local markets (like the South End SOWA), and really interesting one-day volunteer opportunities.

",within a few hours,t,Back Bay,42.35472,-71.07525,Apartment,Entire home/apt,4,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$200.00,$75.00,4,$50.00,2,1125,a week ago,"2016-09-06",103,"2014-08-15","2016-09-04",98,10,10,10,10,10,10,3528826,75.00,2.57,9.75,top
6444148,Chic Beacon Hill One Bed Apt,"Great location, well furnished apartment in Historic Beacon Hill! Near MGH T-stop, whole foods, CVS , the Charles River espalanade, Charles Street, Cambridge Street.  Walk everywhere!  The North End and the Common and Back Bay are close by!","PLEASE READ HOUSE RULES AND DIRECTIONS BEFORE YOUR STAY!  LOCATION! And amazing interior decor!  Gorgeous apartment in the heart of Beacon Hill. 15 min taxi to airport! Close to the T --STEPS FROM MGH and THE Charles/MGH T stop!  And a 5 minute walk from the Common and the Park Street T stop.  Parking in Beacon Hill and most of Boston is by resident permit only. There are several garages nearby the apartment. Close to everything! Pet and smoke free.  Full of organic and environmentally friendly products! Your host awaits you with a wealth of knowledge of Boston's shopping, cultural and culinary delights. Historical neighborhood with some of America's finest homes.  Boston's most affluent residents walk the charming brick streets and sidewalks of this beautiful area, rich in American history and architecture. John Kerry and the Kennedy family maintain homes in this neighborhood along with Boston's preppy, elite ""Brahmin"" upper-class.  The neighborhood feature tree lined streets with ant","Great location, well furnished apartment in Historic Beacon Hill! Near MGH T-stop, whole foods, CVS , the Charles River espalanade, Charles Street, Cambridge Street.  Walk everywhere!  The North End and the Common and Back Bay are close by! PLEASE READ HOUSE RULES AND DIRECTIONS BEFORE YOUR STAY!  LOCATION! And amazing interior decor!  Gorgeous apartment in the heart of Beacon Hill. 15 min taxi to airport! Close to the T --STEPS FROM MGH and THE Charles/MGH T stop!  And a 5 minute walk from the Common and the Park Street T stop.  Parking in Beacon Hill and most of Boston is by resident permit only. There are several garages nearby the apartment. Close to everything! Pet and smoke free.  Full of organic and environmentally friendly products! Your host awaits you with a wealth of knowledge of Boston's shopping, cultural and culinary delights. Historical neighborhood with some of America's finest homes.  Boston's most affluent residents walk the charming brick streets and sidewalks of thi","","","","","PLEASE READ ALL HOUSE RULES TRASH can only go out  BEFORE  8 AM or the night before trash days ONLY.  Trash days are Monday and Friday ONLY.  Trash must only be placed outside in a black or white trash bag.  Recycling can be placed outside on Fridays in a clear bag or in a box.  DO NOT PUT OUT TRASH ANY OTHER DAYS!  A $100 fine will occur if you put trash out early.  DO NOT have any mail or packages shipped to you while you are staying. Please realize that you are in an apartment and need to be very considerate of the people who live in the units around you.  Beacon Hill is a quiet, professional neighborhood with working people.  Please respect that they do not appreciate loud neighbors. Keep the noise level to a minimum. Do NOT play loud music.  Try not to make too much noise after 10pm, and please do not bring any other guests who are not on the reservation back to the apartment unless you truly trust them.  We realize we cannot stop people from bringing back a ""friend"" but remember ",Thrill seeker. Foodie. Love to share all the fun places I know in New England!,within a day,t,Beacon Hill,42.359978,-71.06678,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$100.00,"",1,$0.00,1,40,"4 days ago","2016-09-06",24,"2015-07-21","2016-08-31",93,9,10,10,9,10,9,6444148,0.00,2.31,9.65,top
7181950,Spacious North End 1 BR | 1BA,"Newly renovated 1 Bedroom | 1 Bath in the middle of the North End with easy access to all of Boston.  This spacious 500 sqft condo is located on the ground floor and offers central A/C, brand new kitchen and bath, and refinished hardwood floors!","- Just renovated 1 bedroom / 1 bathroom plus a spacious living room and brand-new open kitchen spread across 500 Sqft. - Located on the corner of Fleet Street and North Street in Boston's historic North End, and just steps to Hanover Street, the Waterfront, and Downtown Boston. - The condo is located on the ground floor, making access incredibly easy. (the bedroom is located in the back of the building, and is incredibly quiet).  - Our very comfortable, well-appointed one bedroom condo features a brand new kitchen and bath, high-end appliances, and brand-new hardwood floors throughout. CONDO DETAILS: -BEDROOM features a queen size bed, room darkening cellular shades, nightstands, a spacious closet, and a central A/C unit. -LIVING ROOM features a comfortable L-sectional couch that expands into a bed, a kitchen island and two bar stools, a leather executive chair, and a top of the line 50” 4K HDTV / smart tv (connected to Comcast Cable with 200+ of channels, Netflix, Hulu, and Amazon Pri","Newly renovated 1 Bedroom | 1 Bath in the middle of the North End with easy access to all of Boston.  This spacious 500 sqft condo is located on the ground floor and offers central A/C, brand new kitchen and bath, and refinished hardwood floors! - Just renovated 1 bedroom / 1 bathroom plus a spacious living room and brand-new open kitchen spread across 500 Sqft. - Located on the corner of Fleet Street and North Street in Boston's historic North End, and just steps to Hanover Street, the Waterfront, and Downtown Boston. - The condo is located on the ground floor, making access incredibly easy. (the bedroom is located in the back of the building, and is incredibly quiet).  - Our very comfortable, well-appointed one bedroom condo features a brand new kitchen and bath, high-end appliances, and brand-new hardwood floors throughout. CONDO DETAILS: -BEDROOM features a queen size bed, room darkening cellular shades, nightstands, a spacious closet, and a central A/C unit. -LIVING ROOM features ","",We have fourteen listings available on airbnb: BACK BAY: * 2 BR | 2 BA condo (Unit #2) on Gloucester St: https://www.airbnb.com/rooms/2277821 * 3 BR | 2 BA condo (Unit #3) on Gloucester St: https://www.airbnb.com/rooms/2881388 * 2 BR | 2 BA condo (Unit #1) on Commonwealth Ave: https://www.airbnb.com/rooms/9231486 * 1 BR | 1 BA condo (Unit #5) on Marlborough St: https://www.airbnb.com/rooms/12092499 * 1 BR | 1 BA condo (Unit #6) on Marlborough St: https://www.airbnb.com/rooms/3985462 BEACON HILL: * 4 BR | 2 BA condo (Unit #PH) on Charles St: https://www.airbnb.com/rooms/6066455 * 2 BR | 1.5 BA condo (Unit #1) on Charles St: https://www.airbnb.com/rooms/6326257 NORTH END: * 2 BR | 1 BA Condo (Unit #1) on Commercial St: https://www.airbnb.com/rooms/8458210 * 1 BR | 1 BA Condo (Unit #1A) on North St: https://www.airbnb.com/rooms/7181950 * 1 BR | 1 BA Condo (Unit #2A) on North St: https://www.airbnb.com/rooms/11223924 SOUTH BOSTON: * 2 BR | 1 BA condo (Unit #1) on E Broadway St: https://www,"-  Electronic locks makes check-in a breeze. -  Guests will also have direct access to the coin-operated laundry machines in the basement. -  The closest MBTA stops are both 0.4 miles away (9 min walk) at the Aquarium Subway Stop (Blue Line) and Haymarket Station (Green & Orange Line). -  Several public garages are located around the corner from the building:  i) Lewis Wharf Parking is located one block away to our building ($27/day) and ii) Sargents Wharf Garage is also 1 block away ($23/day) -  Uber, Hubway Bikes, and the MBTA are the easiest forms of transportation.","- My wife and I live in Back Bay and we are available if you have any issues or require any kind of assistance.  Guests will have as much or as little interaction with us as they wish – with key access set-up through electronic locks, you do not need to coordinate meeting us to get access to the condo.","Please Note: This unit was just renovated in August 2015 and it comfortably accommodates one to three guests, but up to 4 guests are permitted if you so desire (two guests in the bedroom, 1 guest on the available twin air mattress and 1 guest on the couch). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if ","I live in the Back Bay and I'm happy to accommodate any unique requests.  

Additionally, my mother's residential real estate office, Meridian Realty Group, is located on the ground floor of our Gloucester Street brownstone / townhouse, facilitating easy communication and immediate assistance with any issues.

Prior to my current job at an investment consulting and advisory firm, where I focus on identifying top-tier real estate managers for our clients to invest in, I worked for a small firm managing a Saudi Prince's hotel investments across North America and Europe.  We managed his interests in the Four Seasons and Fairmont management/operating companies, as well as oversaw his investments in several trophy properties, most notably, NYC's The Plaza, A Fairmont Managed Hotel; The Fairmont San Francisco; Paris' Four Seasons Hotel George V; and London's The Savoy, A Fairmont Managed Hotel.  I have taken the same approach we took at my previous firm to managing our personal real estate investments, by providing exceptional service combined with fantastic accommodations in prime locations.

If you stay with us during the summer months, we'd love to take you out on our 50-ft yacht for a complimentary afternoon sail and lunch (catered by a restaurant / bar we own) around the Boston Harbor.  

Also feel free to inquire about special rates on massages and one-on-one personal training sessions at businesses my father runs on Hanover St. in Boston's Quincy Market / Faneuil Hall area (Bodywaves and Fitness Together).  ",within an hour,t,North End,42.365032,-71.05099,Apartment,Entire home/apt,4,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$450.00,$80.00,3,$30.00,3,45,"2 days ago","2016-09-06",67,"2015-07-30","2016-08-13",98,10,10,10,10,10,10,7181950,80.00,2.19,9.55,top
12269155,Boston Apartment (North End),"1 Bedroom Apartment with views of Boston, steps away from Faneuil Hall, Boston waterfront, North End and TD Garden. Views of the financial district and Boston skyline. Full living room with TV, full bathroom, full kitchen. Fireplace!","Excellent view, proximity to the city, walking distance to hundreds of restaurants and shops. 2 minute walk to train and bus stop. 10-15 minute drive from Logan airport.","1 Bedroom Apartment with views of Boston, steps away from Faneuil Hall, Boston waterfront, North End and TD Garden. Views of the financial district and Boston skyline. Full living room with TV, full bathroom, full kitchen. Fireplace! Excellent view, proximity to the city, walking distance to hundreds of restaurants and shops. 2 minute walk to train and bus stop. 10-15 minute drive from Logan airport. You will have access to the entire apartment, which is on the third floor. Located in the North End, Boston's historical North End. Lots of restaurants and shops within walking distance. No street parking, parking lot located on same street. 2 minute walk from North Station and Haymarket.","Located in the North End, Boston's historical North End. Lots of restaurants and shops within walking distance.","","You will have access to the entire apartment, which is on the third floor.","","","",within an hour,t,North End,42.3652,-71.058235,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","","",1,$0.00,1,1125,"3 weeks ago","2016-09-06",55,"2016-04-15","2016-09-04",97,10,10,10,10,10,10,12269155,0.00,2.38,9.55,top
